supplier_id,model_id,price
3,26699,460.0
3,27128,165.0
3,27131,175.0
3,27122,197.0
3,27123,197.0
3,27125,207.0
3,27126,207.0
3,13229,180.0
3,13318,185.0
3,24754,255.0
3,24755,255.0
3,24595,285.0
3,24757,295.0
3,25131,320.0
3,25135,385.0
3,25137,385.0
3,25586,565.0
3,25630,595.0
3,25590,645.0
3,25634,670.0
3,27340,180.0
3,27338,180.0
3,21215,205.0
3,21213,205.0
3,21221,235.0
3,21219,235.0
3,21220,235.0
3,25236,310.0
3,25241,350.0
3,24400,400.0
3,24399,400.0
3,24401,400.0
3,24404,435.0
3,24403,435.0
3,24405,435.0
3,26549,375.0
3,26547,375.0
3,26548,375.0
3,14714,420.0
3,14717,490.0
3,14720,525.0
3,27343,525.0
3,27344,525.0
3,27342,525.0
3,27347,575.0
3,27346,575.0
3,27363,850.0
3,27364,850.0
3,26609,1130.0
3,26599,125.0
3,26600,155.0
3,26598,165.0
3,2851,70.0
3,2850,140.0
3,2848,140.0
3,5904,170.0
3,2849,340.0
3,12688,95.0
3,12690,150.0
3,2847,60.0
3,2846,55.0
6,19474,1410.0
6,19473,1380.0
6,19472,1430.0
6,19478,1630.0
6,19477,1580.0
6,19476,1700.0
6,19482,1850.0
6,19481,2100.0
6,19480,2040.0
6,19484,2500.0
6,19483,2300.0
6,28222,1430.0
6,28221,1390.0
6,28220,1440.0
6,28225,1650.0
6,28224,1630.0
6,28223,1750.0
6,28228,1900.0
6,28227,1950.0
6,28226,2100.0
6,28231,2300.0
6,28230,2400.0
6,28229,2700.0
6,19458,1510.0
6,19457,1510.0
6,19456,1520.0
6,19462,1800.0
6,19461,1750.0
6,19460,1780.0
6,19466,2200.0
6,19465,2100.0
6,19464,2100.0
6,19470,2700.0
6,19469,2600.0
6,19468,2350.0
6,28179,1520.0
6,28178,1520.0
6,28177,1550.0
6,28182,1800.0
6,28181,1790.0
6,28180,1810.0
6,28185,2200.0
6,28184,2130.0
6,28183,2150.0
6,28337,2730.0
6,19502,1320.0
6,19501,1310.0
6,19500,1320.0
6,19506,1550.0
6,19505,1440.0
6,19504,1640.0
6,19507,1680.0
6,28234,1340.0
6,28233,1330.0
6,28232,1340.0
6,28237,1710.0
6,28236,1490.0
6,28235,1710.0
6,28355,1700.0
6,19490,1400.0
6,19489,1390.0
6,19488,1390.0
6,19494,1700.0
6,19493,1650.0
6,19492,1650.0
6,28200,1440.0
6,28199,1400.0
6,28198,1410.0
6,28203,1740.0
6,28202,1670.0
6,28201,1700.0
6,28186,980.0
6,28189,1040.0
6,28188,1000.0
6,28187,980.0
6,28339,920.0
6,28315,940.0
6,7112,1280.0
6,9216,1100.0
6,9217,1320.0
6,12469,410.0
6,12470,420.0
6,12468,410.0
6,12474,510.0
6,12476,515.0
6,12475,535.0
6,12473,545.0
6,12437,625.0
6,11719,830.0
6,11720,565.0
6,11721,650.0
6,11722,980.0
6,11736,1040.0
6,11737,1140.0
6,11683,830.0
6,11989,675.0
6,11990,770.0
6,11981,1040.0
6,26335,750.0
6,26340,870.0
6,11977,830.0
6,11978,1040.0
6,11985,1140.0
6,26395,930.0
6,26400,1110.0
6,11703,1070.0
6,11704,1240.0
6,11705,1680.0
6,11706,1800.0
6,11730,1650.0
6,11731,1880.0
6,11732,2000.0
6,11733,2150.0
6,24225,1140.0
6,24228,1340.0
6,24231,1600.0
6,24234,1750.0
6,24261,1600.0
6,24264,1800.0
6,24267,1950.0
6,24270,2100.0
6,11742,830.0
6,11679,1190.0
6,11680,1370.0
6,11681,1630.0
6,11682,1700.0
6,11709,1580.0
6,11710,2030.0
6,11711,2250.0
6,11712,2350.0
6,24249,1340.0
6,24252,1490.0
6,24255,1650.0
