model_id,min_price_old,min_price_new,date,status
2941,220.0,240.0,2026-02-10,None
2942,220.0,240.0,2026-02-10,None
2943,220.0,240.0,2026-02-10,None
2944,110.0,105.0,2026-05-11,None
2945,118.0,120.0,2024-11-13,None
2946,130.0,120.0,2026-04-04,None
2947,,,,None
2948,,,,None
2949,,,,None
2950,165.0,180.0,2026-02-09,None
2951,163.0,159.0,2024-10-30,None
2952,165.0,180.0,2026-02-09,None
2953,,930.0,2024-08-14,None
2954,,930.0,2024-08-14,None
2955,,,,None
2956,,,,None
2957,,,,None
2958,,,,None
2959,,,,None
2960,,,,None
2961,,,,None
2962,,170.0,2024-08-14,None
2963,,,,None
2964,,,,None
2965,,,,None
2966,,,,None
2967,,,,None
2968,,,,None
2969,,,,None
2970,,,,None
2971,,,,None
2972,,,,None
2973,,,,None
2974,110.0,120.0,2026-02-09,None
2975,115.0,105.0,2025-07-01,None
2976,100.0,110.0,2025-12-27,None
2977,,,,None
2978,,,,None
2979,,,,None
2980,140.0,150.0,2025-12-27,None
2981,,130.0,2025-07-01,None
2982,140.0,150.0,2025-12-27,None
2983,700.0,730.0,2024-10-30,None
2984,,,,None
2985,,,,None
2986,,,,None
2987,190.0,200.0,2026-01-19,None
2988,190.0,200.0,2026-01-19,None
2989,190.0,200.0,2026-01-19,None
2990,240.0,250.0,2026-01-19,None
2991,240.0,250.0,2026-01-19,None
2992,240.0,250.0,2026-01-19,None
2993,900.0,950.0,2024-11-07,None
2994,920.0,900.0,2024-09-25,None
2995,,,,None
2996,,,,None
2997,,,,None
2998,,,,None
2999,,,,None
3000,,,,None
3001,,,,None
3002,,,,None
3003,860.0,850.0,2024-10-30,None
3004,,,,None
3005,,,,None
3006,,,,None
3007,440.0,430.0,2025-08-05,None
3008,380.0,440.0,2024-11-22,None
3009,440.0,430.0,2025-08-05,None
3010,380.0,440.0,2024-11-22,None
3011,,460.0,2024-08-14,None
3012,425.0,480.0,2025-03-26,None
3013,470.0,480.0,2025-03-26,None
3014,430.0,425.0,2024-10-30,None
3015,,525.0,2025-10-30,None
3016,490.0,555.0,2025-11-29,None
3017,,,,None
3018,650.0,655.0,2026-02-10,None
3019,80.0,70.0,2026-02-07,None
3020,80.0,70.0,2026-02-07,None
3021,80.0,70.0,2026-02-07,None
3022,70.0,80.0,2026-03-22,None
3023,165.0,170.0,2025-10-24,None
3024,160.0,165.0,2025-05-26,None
3025,165.0,170.0,2025-10-24,None
3026,160.0,165.0,2025-05-26,None
3027,155.0,160.0,2026-06-28,None
3028,155.0,160.0,2026-06-28,None
3029,155.0,160.0,2026-06-28,None
3030,155.0,160.0,2026-06-28,None
3031,150.0,155.0,2026-07-13,None
3032,425.0,435.0,2026-01-04,None
3033,420.0,430.0,2026-03-22,None
3034,510.0,465.0,2026-06-28,None
3035,465.0,460.0,2026-07-13,None
3036,352.0,355.0,2026-06-13,None
3037,355.0,350.0,2026-07-13,None
3038,355.0,360.0,2026-07-13,None
3039,355.0,350.0,2026-07-13,None
3040,47.0,50.0,2026-01-13,None
3041,47.0,50.0,2026-01-13,None
3042,47.0,50.0,2026-01-13,None
3043,47.0,50.0,2026-01-13,None
3044,47.0,50.0,2026-01-13,None
3045,47.0,50.0,2026-01-13,None
3046,65.0,100.0,2026-02-24,None
3047,58.0,59.0,2025-05-25,None
3048,74.0,85.0,2026-01-13,None
3049,,,,None
3050,,12.0,2026-02-23,None
3051,,,,None
3052,,,,None
3053,14.0,15.0,2026-02-23,None
3054,,,,None
3055,55.0,62.0,2026-02-23,None
3056,55.0,62.0,2026-02-23,None
3067,75.0,74.0,2026-07-22,Down
3068,88.0,77.0,2026-06-20,None
3069,78.0,85.0,2026-02-23,None
3070,,19.0,2026-02-09,None
3071,19.0,22.0,2026-03-22,None
3072,19.0,22.0,2026-03-22,None
3073,150.0,140.0,2026-05-04,None
3074,150.0,140.0,2026-05-04,None
3075,160.0,140.0,2026-05-04,None
3076,,140.0,2026-02-09,None
3077,,140.0,2025-06-03,None
3078,149.0,140.0,2025-06-03,None
3079,149.0,140.0,2025-06-03,None
3080,67.0,65.0,2025-08-11,None
3081,,65.0,2026-02-09,None
3082,67.0,65.0,2025-08-11,None
3083,,,,None
3084,,,,None
3085,,,,None
3086,,70.0,2024-08-14,None
3087,70.0,40.0,2026-02-09,None
3088,,,,None
3089,,70.0,2024-08-14,None
3090,,,,None
3091,63.0,67.0,2025-03-16,None
3092,550.0,555.0,2025-09-05,None
3093,,,,None
3094,,,,None
3095,1490.0,1500.0,2024-12-12,None
3096,1500.0,1490.0,2024-10-16,None
3097,1500.0,1490.0,2024-10-16,None
3098,1500.0,1490.0,2024-10-16,None
3099,1600.0,1500.0,2024-11-22,None
3100,1600.0,1500.0,2024-11-22,None
3101,1620.0,1500.0,2024-11-22,None
3102,1720.0,1500.0,2024-11-22,None
3103,,,,None
3104,,,,None
3105,340.0,335.0,2024-11-27,None
3106,765.0,750.0,2025-04-03,None
3107,765.0,750.0,2025-04-03,None
3108,765.0,750.0,2025-04-03,None
3109,765.0,750.0,2025-04-03,None
3110,875.0,865.0,2025-04-03,None
3111,875.0,865.0,2025-04-03,None
3112,875.0,865.0,2025-04-03,None
3113,875.0,865.0,2025-04-03,None
3114,1050.0,1020.0,2025-04-03,None
3115,1050.0,1020.0,2025-04-03,None
3116,1050.0,1020.0,2025-04-03,None
3117,1050.0,1020.0,2025-04-03,None
3118,,,,None
3119,,,,None
3120,,,,None
3121,,,,None
3122,820.0,810.0,2025-04-03,None
3123,820.0,810.0,2025-04-03,None
3124,820.0,810.0,2025-04-03,None
3125,820.0,810.0,2025-04-03,None
3126,1050.0,1000.0,2025-01-17,None
3127,1050.0,1000.0,2025-01-17,None
3128,1050.0,1000.0,2025-01-17,None
3129,1050.0,1000.0,2025-01-17,None
3130,,1200.0,2025-02-04,None
3131,,1200.0,2025-02-04,None
3132,,1200.0,2025-02-04,None
3133,,1200.0,2025-02-04,None
3134,,,,None
3135,,,,None
3136,,,,None
3137,,,,None
3138,,1250.0,2024-08-14,None
3139,,,,None
3140,,,,None
3141,,,,None
3142,,,,None
3143,,,,None
3144,,,,None
3145,,,,None
3146,,,,None
3147,,,,None
3148,,,,None
3149,,,,None
3150,,,,None
3151,,,,None
3152,,,,None
3153,,,,None
3154,,,,None
3155,,,,None
3156,,,,None
3157,,,,None
3158,126.0,130.0,2024-08-27,None
3159,,,,None
3160,126.0,130.0,2024-08-27,None
3161,126.0,130.0,2024-08-27,None
3162,,,,None
3163,,,,None
3164,,,,None
3165,,,,None
3166,,,,None
3167,,,,None
3168,,,,None
3169,,,,None
3170,,185.0,2024-08-14,None
3171,182.0,185.0,2024-09-04,None
3172,182.0,185.0,2024-09-04,None
3173,,,,None
3174,,,,None
3175,,,,None
3176,,,,None
3177,,,,None
3178,,,,None
3179,,,,None
3180,,200.0,2024-08-14,None
3181,,,,None
3182,,600.0,2025-02-16,None
3183,,,,None
3184,,,,None
3185,18.0,23.0,2026-05-02,None
3186,,,,None
3187,,,,None
3188,154.0,160.0,2025-03-27,None
3189,,55.0,2025-06-02,None
3190,32.0,30.0,2026-06-22,None
3191,135.0,125.0,2024-10-19,None
3192,,,,None
3193,,,,None
3194,39.0,37.0,2026-05-02,None
3195,60.0,59.0,2026-05-02,None
3196,30.0,35.0,2026-07-22,Up
3197,420.0,395.0,2025-10-30,None
3198,395.0,360.0,2025-12-27,None
3199,370.0,395.0,2026-06-17,None
3200,420.0,360.0,2025-12-27,None
3201,400.0,470.0,2024-08-14,None
3202,450.0,490.0,2025-04-06,None
3203,515.0,650.0,2025-09-08,None
3204,470.0,490.0,2025-03-26,None
3205,199.0,195.0,2026-01-13,None
3206,199.0,195.0,2026-01-13,None
3207,,93.0,2026-02-04,None
3208,120.0,110.0,2026-05-06,None
3209,125.0,100.0,2026-02-04,None
3210,93.0,100.0,2026-02-09,None
3211,30.0,43.0,2026-02-17,None
3212,41.0,43.0,2025-06-01,None
3213,41.0,43.0,2025-06-01,None
3214,43.0,45.0,2026-05-06,None
3215,92.0,100.0,2026-01-13,None
3216,93.0,90.0,2026-05-06,None
3217,93.0,90.0,2026-05-06,None
3218,93.0,90.0,2026-05-06,None
3219,43.0,65.0,2026-02-17,None
3220,56.0,65.0,2026-02-17,None
3221,43.0,65.0,2026-02-17,None
3222,43.0,65.0,2026-02-17,None
3223,345.0,330.0,2026-06-06,None
3224,335.0,300.0,2026-05-06,None
3225,475.0,520.0,2026-07-07,None
3226,232.0,940.0,2026-02-09,None
3227,310.0,340.0,2026-02-09,None
3228,50.0,51.0,2026-02-19,None
3229,,55.0,2025-06-04,None
3230,55.0,302.0,2026-02-04,None
3231,183.0,51.0,2026-02-19,None
3232,,55.0,2025-06-04,None
3233,310.0,51.0,2026-02-19,None
3234,50.0,51.0,2026-02-19,None
3235,183.0,302.0,2026-02-09,None
3236,,,,None
3237,,,,None
3238,34.0,36.0,2024-08-26,None
3239,34.0,36.0,2024-08-26,None
3240,34.0,36.0,2024-08-26,None
3241,,,,None
3242,34.0,36.0,2024-08-26,None
3243,,,,None
3244,605.0,85.0,2026-02-19,None
3245,400.0,85.0,2026-02-19,None
3246,675.0,710.0,2026-02-09,None
3247,620.0,85.0,2026-02-19,None
3248,675.0,85.0,2026-02-19,None
3249,400.0,85.0,2026-02-19,None
3250,799.0,200.0,2026-02-19,None
3251,1020.0,200.0,2026-02-19,None
3252,425.0,200.0,2026-02-19,None
3253,605.0,115.0,2026-02-19,None
3254,115.0,100.0,2026-06-06,None
3255,692.0,115.0,2026-02-19,None
3256,725.0,115.0,2026-02-19,None
3257,935.0,115.0,2026-02-19,None
3258,690.0,115.0,2026-02-19,None
3259,690.0,115.0,2026-02-19,None
3260,225.0,220.0,2026-07-07,None
3261,505.0,225.0,2026-02-19,None
3262,559.0,220.0,2026-07-07,None
3263,400.0,395.0,2026-06-06,None
3264,725.0,312.0,2026-02-09,None
3265,,650.0,2024-08-14,None
3266,580.0,575.0,2026-07-01,None
3267,,,,None
3268,,4300.0,2025-04-04,None
3269,,4800.0,2025-04-04,None
3270,,,,None
3271,,,,None
3272,,,,None
3273,295.0,300.0,2026-03-19,None
3274,310.0,300.0,2025-08-11,None
3275,,,,None
3276,,,,None
3277,,,,None
3278,,,,None
3279,,,,None
3280,,,,None
3281,,295.0,2026-02-12,None
3282,,,,None
3283,290.0,295.0,2026-01-13,None
3284,,,,None
3285,,295.0,2026-02-09,None
3286,,,,None
3287,,,,None
3288,,,,None
3289,,,,None
3290,,295.0,2026-02-09,None
3291,,,,None
3292,,,,None
3293,,,,None
3294,,,,None
3295,135.0,160.0,2026-02-04,None
3296,110.0,105.0,2026-07-22,Down
3298,80.0,73.0,2025-06-12,None
3299,,65.0,2024-08-19,None
3300,85.0,100.0,2026-02-24,None
3301,125.0,105.0,2025-03-23,None
3302,,125.0,2024-08-19,None
3303,360.0,300.0,2026-02-24,None
3304,,300.0,2026-02-24,None
3305,165.0,185.0,2026-02-24,None
3306,165.0,185.0,2026-06-20,None
3307,,,,None
3308,135.0,133.0,2026-06-20,None
3309,400.0,360.0,2026-06-20,None
3310,410.0,360.0,2026-06-20,None
3311,260.0,320.0,2026-06-20,None
3312,260.0,320.0,2026-06-20,None
3313,,,,None
3314,110.0,100.0,2026-06-20,None
3315,127.0,120.0,2026-02-24,None
3316,115.0,110.0,2026-06-20,None
3317,,,,None
3318,,,,None
3319,,,,None
3320,,,,None
3321,,,,None
3322,,,,None
3323,,,,None
3324,,,,None
3325,,,,None
3326,,,,None
3327,,,,None
3328,,,,None
3329,,,,None
3330,,,,None
3331,,,,None
3332,,,,None
3333,,,,None
3334,,,,None
3335,,,,None
3336,,,,None
3337,,,,None
3338,,,,None
3339,,,,None
3340,,,,None
3341,,,,None
3342,,,,None
3343,,,,None
3344,,,,None
3345,,,,None
3346,,,,None
3347,,,,None
3348,,,,None
3349,,,,None
3350,,,,None
3351,,,,None
3352,,,,None
3353,,,,None
3354,,,,None
3355,,,,None
3356,,,,None
3357,,,,None
3358,,,,None
3359,,,,None
3360,,,,None
3361,,,,None
3362,,,,None
3363,,,,None
3364,,,,None
3365,,,,None
3366,,,,None
3367,,,,None
3368,,167.0,2024-08-22,None
3369,,167.0,2024-08-22,None
3370,,,,None
3371,,,,None
3372,,162.0,2024-08-22,None
3373,,162.0,2024-08-22,None
3374,,162.0,2024-08-22,None
3375,,172.0,2024-08-22,None
3376,,172.0,2024-08-22,None
3377,,172.0,2024-08-22,None
3378,,207.0,2024-08-22,None
3379,,207.0,2024-08-22,None
3380,,,,None
3381,,,,None
3382,,,,None
3383,,,,None
3384,,101.0,2024-08-22,None
3385,,,,None
3386,,101.0,2024-08-22,None
3387,,101.0,2024-08-22,None
3388,,114.0,2024-08-22,None
3389,,,,None
3390,,114.0,2024-08-22,None
3391,,114.0,2024-08-22,None
3392,,,,None
3393,,,,None
3394,,,,None
3395,,,,None
3396,,120.0,2024-08-22,None
3397,,,,None
3398,,,,None
3399,,,,None
3400,,125.0,2024-08-22,None
3401,,125.0,2024-08-22,None
3402,,125.0,2024-08-22,None
3403,,125.0,2024-08-22,None
3404,,212.0,2024-08-22,None
3405,,,,None
3406,,212.0,2024-08-22,None
3407,,227.0,2024-08-22,None
3408,,,,None
3409,,227.0,2024-08-22,None
3410,,207.0,2024-08-22,None
3411,,207.0,2024-08-22,None
3412,,,,None
3413,,207.0,2024-08-22,None
3414,,,,None
3415,,,,None
3416,120.0,105.0,2025-10-06,None
3417,,,,None
3418,,140.0,2024-11-21,None
3419,130.0,125.0,2026-02-07,None
3420,152.0,148.0,2025-01-29,None
3421,152.0,148.0,2025-01-29,None
3422,155.0,148.0,2025-01-29,None
3423,,,,None
3424,,83.0,2024-09-17,None
3425,,,,None
3426,,,,None
3427,,93.0,2024-09-17,None
3428,,,,None
3429,,,,None
3430,,93.0,2024-09-17,None
3431,,,,None
3432,,,,None
3433,,96.0,2024-09-17,None
3434,,96.0,2024-09-17,None
3435,,,,None
3436,,,,None
3437,,,,None
3438,,,,None
3439,355.0,265.0,2026-02-07,None
3440,275.0,265.0,2025-10-06,None
3441,,,,None
3442,,,,None
3443,290.0,300.0,2025-10-30,None
3444,290.0,300.0,2025-10-30,None
3445,310.0,133.0,2026-02-12,None
3446,190.0,133.0,2026-01-25,None
3447,,133.0,2026-01-25,None
3448,66.0,56.0,2026-02-04,None
3449,30.0,29.0,2026-05-06,None
3450,,24.0,2024-08-26,None
3451,54.0,49.0,2026-06-20,None
3452,54.0,49.0,2026-06-20,None
3453,54.0,49.0,2026-06-20,None
3454,42.0,40.0,2026-01-13,None
3455,105.0,95.0,2026-05-06,None
3456,43.0,41.0,2026-01-13,None
3457,,695.0,2024-08-26,None
3458,315.0,350.0,2026-02-19,None
3459,85.0,78.0,2025-10-23,None
3460,320.0,340.0,2026-02-19,None
3461,365.0,360.0,2026-05-29,None
3462,465.0,490.0,2026-02-19,None
3463,,,,None
3464,32.0,37.0,2026-01-20,None
3465,32.0,37.0,2026-01-20,None
3466,32.0,37.0,2026-01-20,None
3467,32.0,37.0,2026-01-20,None
3497,,244.0,2024-09-01,None
3498,,335.0,2024-09-01,None
3499,,670.0,2024-09-04,None
3500,,900.0,2024-09-01,None
3501,,880.0,2024-09-01,None
3502,,,,None
3503,,289.0,2024-09-01,None
3504,,319.0,2024-09-01,None
3505,,280.0,2024-09-01,None
3506,118.0,112.0,2025-08-23,None
3507,118.0,112.0,2025-08-23,None
3508,,112.0,2025-09-02,None
3509,,112.0,2024-10-16,None
3510,,,,None
3511,,,,None
3512,,,,None
3513,,,,None
3514,117.0,132.0,2025-08-15,None
3515,117.0,132.0,2025-08-15,None
3516,,,,None
3517,,132.0,2025-08-15,None
3518,,,,None
3519,,,,None
3520,,,,None
3521,,,,None
3522,,,,None
3523,,740.0,2024-09-12,None
3524,1210.0,1150.0,2026-02-06,None
3525,1150.0,1300.0,2026-02-06,None
3526,1150.0,1280.0,2026-02-06,None
3527,1210.0,1280.0,2026-02-06,None
3528,1450.0,1440.0,2024-12-19,None
3529,1450.0,1440.0,2024-12-19,None
3530,1450.0,1440.0,2024-12-19,None
3531,1450.0,1440.0,2024-12-19,None
3532,1620.0,1610.0,2024-12-19,None
3533,1620.0,1610.0,2024-12-19,None
3534,1620.0,1610.0,2024-12-19,None
3535,1620.0,1610.0,2024-12-19,None
3536,1020.0,915.0,2026-03-01,None
3537,1020.0,915.0,2026-03-01,None
3538,1020.0,915.0,2026-03-01,None
3539,1030.0,1020.0,2024-12-05,None
3540,1020.0,915.0,2026-03-01,None
3541,,,,None
3542,,,,None
3543,,,,None
3544,,,,None
3545,,,,None
3546,,,,None
3547,,,,None
3548,,,,None
3549,,,,None
3550,,,,None
3551,1010.0,1060.0,2026-03-01,None
3552,1000.0,1020.0,2026-06-20,None
3553,1000.0,1020.0,2026-06-20,None
3554,1090.0,1040.0,2026-06-20,None
3555,1230.0,1280.0,2026-03-01,None
3556,1240.0,1280.0,2026-03-01,None
3557,1230.0,1280.0,2026-03-01,None
3558,1230.0,1250.0,2026-03-01,None
3559,1700.0,1640.0,2025-11-25,None
3560,1700.0,1640.0,2025-11-25,None
3561,1700.0,1630.0,2025-11-25,None
3562,1640.0,1350.0,2026-05-07,None
3563,1580.0,1800.0,2026-05-07,None
3564,1520.0,1800.0,2026-05-07,None
3565,1520.0,1800.0,2026-05-07,None
3566,1580.0,1450.0,2026-05-07,None
3567,,,,None
3568,,,,None
3569,,,,None
3570,,,,None
3571,,,,None
3572,,,,None
3573,,,,None
3574,,,,None
3575,,,,None
3576,,,,None
3577,,,,None
3578,,,,None
3579,,,,None
3580,,,,None
3581,,,,None
3582,,685.0,2026-03-01,None
3583,,,,None
3584,,705.0,2026-03-01,None
3585,,,,None
3586,,705.0,2026-03-01,None
3587,,,,None
3588,,,,None
3589,,920.0,2025-07-01,None
3590,,,,None
3591,,,,None
3592,,,,None
3593,,,,None
3594,,,,None
3595,,,,None
3596,,,,None
3597,770.0,730.0,2026-05-02,None
3598,770.0,730.0,2026-05-02,None
3599,800.0,740.0,2026-05-02,None
3600,770.0,730.0,2026-05-02,None
3601,770.0,730.0,2026-05-02,None
3602,950.0,915.0,2026-03-01,None
3603,980.0,950.0,2024-12-05,None
3604,950.0,980.0,2024-12-12,None
3605,980.0,950.0,2024-12-05,None
3606,980.0,950.0,2024-12-05,None
3607,,,,None
3608,,,,None
3609,,,,None
3610,,,,None
3611,,,,None
3612,1350.0,1360.0,2026-05-07,None
3613,1350.0,1400.0,2025-10-30,None
3614,1350.0,1360.0,2026-05-07,None
3615,1280.0,1240.0,2026-06-20,None
3616,1420.0,1500.0,2026-06-20,None
3617,1500.0,1600.0,2026-06-20,None
3618,1450.0,1500.0,2026-06-20,None
3619,1450.0,1500.0,2026-06-20,None
3620,1500.0,1850.0,2026-03-01,None
3621,1850.0,1900.0,2025-08-01,None
3622,1850.0,1900.0,2025-08-01,None
3623,1900.0,1850.0,2025-09-15,None
3624,1010.0,1040.0,2026-02-06,None
3625,980.0,1040.0,2026-02-06,None
3626,990.0,1040.0,2026-02-06,None
3627,1010.0,1020.0,2026-02-06,None
3628,1140.0,1150.0,2024-12-19,None
3629,1140.0,1150.0,2024-12-19,None
3630,1140.0,1150.0,2024-12-19,None
3631,1140.0,1150.0,2024-12-19,None
3632,,1340.0,2024-10-07,None
3633,,,,None
3634,,,,None
3635,,1340.0,2024-10-07,None
3636,,1450.0,2025-03-20,None
3637,,,,None
3638,,,,None
3639,,,,None
3640,39.0,40.0,2026-07-22,Up
3641,39.0,40.0,2026-05-14,None
3642,39.0,40.0,2026-05-14,None
3643,39.0,40.0,2026-07-22,Up
3644,30.0,29.0,2025-03-23,None
3645,30.0,29.0,2025-03-23,None
3646,30.0,29.0,2025-03-23,None
3647,,,,None
3648,,50.0,2024-09-12,None
3649,,,,None
3650,52.0,48.0,2026-05-14,None
3651,48.0,47.0,2026-07-22,Down
3652,48.0,47.0,2026-07-22,Down
3653,52.0,48.0,2026-05-14,None
3654,60.0,62.0,2026-06-28,None
3655,60.0,62.0,2026-07-13,None
3656,62.0,60.0,2026-06-13,None
3657,960.0,950.0,2024-12-12,None
3658,960.0,950.0,2024-12-12,None
3659,960.0,950.0,2024-12-12,None
3660,960.0,950.0,2024-12-12,None
3661,1230.0,1215.0,2024-12-12,None
3662,1230.0,1215.0,2024-12-12,None
3663,1230.0,1215.0,2024-12-12,None
3664,1230.0,1215.0,2024-12-12,None
3665,,,,None
3666,,,,None
3667,,,,None
3668,,,,None
3669,,,,None
3670,,,,None
3671,,,,None
3672,,,,None
3673,1350.0,1270.0,2024-12-04,None
3674,1350.0,1270.0,2024-12-04,None
3675,1350.0,1270.0,2024-12-04,None
3676,1350.0,1270.0,2024-12-04,None
3677,1470.0,1450.0,2024-11-27,None
3678,1470.0,1450.0,2024-11-27,None
3679,1470.0,1450.0,2024-11-27,None
3680,1470.0,1450.0,2024-11-27,None
3681,1900.0,1700.0,2024-11-27,None
3682,1900.0,1700.0,2024-11-27,None
3683,1900.0,1700.0,2024-11-27,None
3684,1900.0,1700.0,2024-11-27,None
3685,,,,None
3686,,,,None
3687,,,,None
3688,,,,None
3689,,2000.0,2024-10-16,None
3690,,2000.0,2024-10-16,None
3691,,2000.0,2024-10-16,None
3692,,2000.0,2024-10-16,None
3693,,2200.0,2024-10-16,None
3694,,2200.0,2024-10-16,None
3695,,2200.0,2024-10-16,None
3696,,2200.0,2024-10-16,None
3697,,2350.0,2024-10-16,None
3698,,2350.0,2024-10-16,None
3699,,2350.0,2024-10-16,None
3700,,2350.0,2024-10-16,None
3701,,2500.0,2024-10-16,None
3702,,2500.0,2024-10-16,None
3703,,2500.0,2024-10-16,None
3704,,2500.0,2024-10-16,None
3705,,,,None
3706,,,,None
3707,,,,None
3708,,,,None
3709,,580.0,2024-10-19,None
3710,,580.0,2024-09-19,None
3711,,580.0,2024-11-27,None
3712,,,,None
3713,,,,None
3714,,,,None
3715,,,,None
3716,,,,None
3717,,,,None
3718,,,,None
3719,,,,None
3720,,,,None
3721,,,,None
3722,,215.0,2024-09-19,None
3723,,215.0,2024-09-19,None
3724,,,,None
3725,,,,None
3726,,,,None
3727,230.0,205.0,2025-10-06,None
3728,,230.0,2024-09-19,None
3729,,230.0,2024-09-19,None
3730,,,,None
3731,,230.0,2025-03-17,None
3732,,,,None
3733,15.0,12.0,2026-07-18,None
3734,11.0,12.0,2026-03-19,None
3735,11.0,12.0,2026-03-19,None
3736,102.0,103.0,2025-06-18,None
3737,102.0,103.0,2025-06-18,None
3738,102.0,103.0,2025-06-18,None
3739,102.0,103.0,2025-06-18,None
3740,,,,None
3741,,,,None
3742,,,,None
3743,,,,None
3744,109.0,108.0,2025-06-09,None
3745,118.0,108.0,2025-07-19,None
3746,120.0,109.0,2025-05-04,None
3747,119.0,108.0,2025-03-12,None
3748,,,,None
3749,,,,None
3750,,,,None
3751,,,,None
3752,123.0,125.0,2025-07-19,None
3753,123.0,125.0,2025-07-19,None
3754,122.0,125.0,2025-07-19,None
3755,123.0,125.0,2025-07-19,None
3756,219.0,160.0,2026-06-25,None
3757,339.0,160.0,2026-06-25,None
3758,42.0,40.0,2026-03-19,None
3759,42.0,40.0,2026-03-19,None
3760,29.0,30.0,2026-01-13,None
3761,29.0,30.0,2026-01-13,None
3762,460.0,430.0,2026-02-09,None
3763,440.0,450.0,2026-04-23,None
3764,,,,None
3765,430.0,450.0,2026-04-23,None
3766,,,,None
3767,475.0,500.0,2026-01-19,None
3768,475.0,500.0,2026-01-19,None
3769,475.0,500.0,2026-01-19,None
3770,475.0,500.0,2026-01-19,None
3771,,,,None
3772,,,,None
3773,,,,None
3774,,,,None
3775,,,,None
3776,,,,None
3777,645.0,675.0,2026-06-12,None
3778,645.0,675.0,2026-06-12,None
3779,645.0,675.0,2026-06-12,None
3780,645.0,675.0,2026-06-12,None
3781,645.0,675.0,2026-06-12,None
3782,645.0,675.0,2026-06-12,None
3783,645.0,675.0,2026-06-12,None
3784,645.0,675.0,2026-06-12,None
3785,645.0,675.0,2026-06-12,None
3786,830.0,835.0,2025-06-11,None
3787,615.0,635.0,2025-12-27,None
3788,750.0,740.0,2025-05-25,None
3789,615.0,635.0,2025-12-27,None
3790,615.0,635.0,2025-12-27,None
3791,640.0,625.0,2026-07-12,None
3792,640.0,625.0,2026-07-12,None
3793,615.0,635.0,2025-12-27,None
3794,615.0,635.0,2025-12-27,None
3795,640.0,625.0,2026-07-12,None
3796,935.0,720.0,2026-04-17,None
3797,310.0,300.0,2026-07-12,None
3798,335.0,300.0,2026-06-01,None
3799,310.0,300.0,2026-07-12,None
3800,185.0,165.0,2026-07-12,None
3801,110.0,107.0,2026-07-12,None
3802,330.0,320.0,2026-07-12,None
3803,330.0,320.0,2026-06-01,None
3804,350.0,330.0,2026-06-01,None
3805,550.0,560.0,2025-01-29,None
3806,,610.0,2024-10-19,None
3807,575.0,570.0,2025-05-07,None
3808,570.0,595.0,2025-04-17,None
3809,,660.0,2024-10-19,None
3810,610.0,620.0,2025-08-08,None
3811,,,,None
3812,,,,None
3813,,,,None
3814,620.0,640.0,2025-01-17,None
3815,640.0,675.0,2025-03-12,None
3816,640.0,675.0,2025-03-12,None
3817,,,,None
3818,,,,None
3819,,,,None
3820,,,,None
3821,,,,None
3822,,,,None
3823,,,,None
3824,960.0,830.0,2026-02-09,None
3825,960.0,830.0,2026-02-09,None
3826,,,,None
3827,,,,None
3828,,,,None
3829,,,,None
3830,,,,None
3831,,,,None
3832,,,,None
3833,,,,None
3834,,,,None
3835,,,,None
3836,,,,None
3837,,,,None
3838,440.0,385.0,2026-02-04,None
3839,460.0,385.0,2026-02-04,None
3840,440.0,385.0,2026-02-04,None
3841,490.0,430.0,2025-01-04,None
3842,480.0,470.0,2025-09-19,None
3843,465.0,500.0,2025-04-06,None
3844,480.0,470.0,2025-09-19,None
3845,500.0,440.0,2026-02-04,None
3846,,445.0,2026-02-04,None
3847,,445.0,2026-02-04,None
3848,,445.0,2026-02-04,None
3849,,,,None
3850,235.0,225.0,2026-02-12,None
3851,235.0,225.0,2026-02-12,None
3852,450.0,285.0,2026-02-09,None
3853,,385.0,2024-12-23,None
3854,,385.0,2024-12-23,None
3855,110.0,150.0,2026-03-01,None
3856,166.0,160.0,2026-02-24,None
3857,110.0,120.0,2026-06-20,None
3858,,,,None
3859,,,,None
3860,,,,None
3861,,,,None
3862,,,,None
3863,,,,None
3864,,,,None
3865,,,,None
3866,,,,None
3867,,,,None
3868,,,,None
3869,,,,None
3870,,,,None
3871,,,,None
3872,,,,None
3873,,,,None
3874,,,,None
3875,,,,None
3876,,,,None
3877,,,,None
3878,,,,None
3879,,,,None
3880,,,,None
3881,,,,None
3882,,,,None
3883,,,,None
3884,,,,None
3885,,,,None
3886,,,,None
3887,,,,None
3888,,,,None
3889,,,,None
3890,,,,None
3891,,,,None
3892,,,,None
3893,,,,None
3894,,,,None
3895,,,,None
3896,,,,None
3897,,,,None
3898,,,,None
3899,,,,None
3900,,,,None
3901,,,,None
3902,,,,None
3903,,,,None
3904,,,,None
3905,,,,None
3906,1140.0,1130.0,2024-12-12,None
3907,1140.0,1130.0,2024-12-12,None
3908,1140.0,1130.0,2024-12-12,None
3909,1140.0,1130.0,2024-12-12,None
3910,1340.0,1330.0,2024-12-12,None
3911,1340.0,1330.0,2024-12-12,None
3912,1340.0,1330.0,2024-12-12,None
3913,1340.0,1330.0,2024-12-12,None
3914,,,,None
3915,,,,None
3916,,,,None
3917,,,,None
3918,,,,None
3919,,,,None
3920,,,,None
3921,,,,None
3922,1550.0,1440.0,2024-11-27,None
3923,1550.0,1440.0,2024-11-27,None
3924,1550.0,1440.0,2024-11-27,None
3925,1550.0,1440.0,2024-11-27,None
